id,parsedContent
a302, 역내 환경 협력 중국 중국 환경 문제 환경 문제 중국 이해관계 역내 환경 협력 중국 이해관계 중국 동아시아 환경 협력 동아시아 환경 협력 동아시아 정상 회의 동아시아 정상회의 환경 장관 회의 중국 동아시아 환경 협력 중국 동아시아 환경 협력 중국 관심 아젠다 선호 협력 방 협력 동기 제도 제도 발전 역내 협력 특징 4장 중국 동북 아시아 환경 협력 동북아시아 환경 협력 동북아 환경 협력 중 정상 회의 중 환경 장관 회의 중국 동북 아시아 환경 협력 중국 동북아 환경 협력 중국 중 정상 회의 중국 중 환경 장관 회의 중국 동북 아시아 환경 협력 가 중국 관심 아젠다 선호 협력 방 협력 동기 제도 제도 발전 역내 협력 특징 5장 중국 동남 아시아 환경 협력 동남아시아 환경 협력 아세안 중국 아세안 정상 회의 중국 동남 아시아 환경 협력 아세안 중국 아세안 정상 회의 중국 동남 아시아 환경 협력 가 중국 관심 아젠다 선호 협력 방 협력 동기 제도 제도 발전 역내 협력 특징 6장 중국 중앙 아시아 환경 협력 중앙아시아 환경 협력 상하이 협력 기구 소개 상하이 협력 기구 연혁 중국 중앙 아시아 환경 협력 중국 중앙 아시아 환경 협력 가 중국 관심 아젠다 선호 협력 방 협력 동기 제도 제도 발전 역내 협력 특징 7장 중국 역내 환경 협력 비교 중국 관심 아젠다 선호 협력 방 아젠다 협력 방안 협력 동기 제도 제도 발전 회의 개최 중국 참여 직급 추진 사무국 여부 기금 제도 발전 역내 협력 특징 교제 8장 전망 중국 활용 방안 중국 역내 환경 협력 전망 역내 환경 협력 촉진 중국 활용 방아 시진핑 체제 국가 전략 활용 방 정부 정부 행위 통 다원 접근 시장 유인 환경 협력 전략 박근혜 정부 동북아 정책 중국 활용 말다 한국 중견 국 리더십 전략 활용 
a303, 기후 변화 위험 국제 안보 기후 변화 안보 기후 변화 위험 국제 질서 위험 증폭 기후 안보 국제 차원 리스크 국제 외교 식량 에너지 자원 수송 기반 시설 금융 말다 건강 시사점 기후 변화 국가 리스크 리스크 리스크 유형 종류 기후 변화 리스크 유형 기후 변화 리스크 종류 리스크 방 리스크 리스크 방안 선진국 리스크 동향 시사점 4장 요국 기후 변화 영향 적응 대책 국내외 적응 대책 동향 핵심 전략 국가 선정 전략 국가 기후 변화 영향 적응 미국 독일 일본 호주 말다 중국 5장 전략 국가 국가 리스크 도출 무역 핵심 교역 품목 교역 품목 영향 적응 대책 공급사슬 기후 변화 영향 국가 핵심 교역 품목 기후 영향 적응 대책 리스크 도출 식량 리스크 도출 원자재 리스크 도출 6장 정책 제언 독일 기후 변화 대책 국가 리스크 도출 전략 국가 기후 변화 적응 국제 차원 기후 변화 리스크 
a304, 물 문화 선진 틀 물 문화 이해 인지 차원 물 문화 이해 물 문화 실천 차원 이해 확장 물 문화 선진 시민 역할 물 문화 선진 정부 시민 역할 국내 물 문화 문제점 하천 물 문화 문제점 측면 물 문화 문제점 소결 국내 물 문화 문제점 종합 4장 물 문화 선진 주민 참여 해외 주민 참여 선진 일본 영국 미국 국내 주민 참여 하천 주민 참여 발전 과정 하천 살리다 주민 참여 검토 시사점 주민 참여 발전 5장 하천 물 문화 유역 물 문화 특징 하천 검토 유역 생태 역사 문화 특징 하천 검토 하천 생태 역사 문화 자원 하천 하천 생태 역사 문화 자원 하천 생태 역사 문화 자원 하천 생태 역사 문화 자원 하천 주민 참여 주민 참여 설문 주민 참여 6장 인 공무원 물 문화 인식 설문 설문 응답자 인구학 특성 설문 통계 인 설문 공무원 설문 주민 참여 의식 영향 요인 해석 실증 실증 실증 실증 정책 함의 설문 해석 정책 제언 인 공무원 집단 간 비교 결언 정책 저 7장 물 문화 선진 실천 전략 물 문화 선진 정책 문화 확산 원리 물 문화 선진 적용 물 문화 선진 정책 물 문화 선진 주민 단체 지원 육성 방 정책 지원 물 문화 선 주민 단체 제도 지원 방안 물 문화 선진 시민 단체 중간 지원 조직 육성 방 중간 지원 조직 주민 단체 중간 지원 조직 제도 지원 방안 물 문화 확산 파급 정책 제언 물 문화 확산 네트워크 미디어 활용 방 물 문화 파급 효과 제고 추가 정책 제언 8장 물 문화 총체 이해 물 문화 인지 실천 차원 물 문화 확산 원리 주민 참여 성과 메커니즘 규명 정책 통 주민 참여 발굴 집단 설문 통 실증 주민 참여 기반 물 문화 정책 수단 발굴 물 문화 선진 정책 역할 물 문화 선진 정책 수단 발굴 인 공무원 집단 설문지 지 생태 역사 문화 자원 낙동강 유역 물 문화 자원 
a305, 추진 에너지 수요 전망 국제 에너지 수요 전망 국내 에너지 수요 전망 에너지 수요 전반 에너지 수요 국내 에너지 수요 전망 에너지 수요 전망 말다 에너지 수요 전망 수송 국내 전력 수요 전망 국내 수요 문제점 국내 에너지 수요 정책 국가 유관 중심 수요 정부 부처 기관 수요 세부 수요 정책 국내 에너지 수요 정책 문제점 검토 국가 유관 대 검토 정부 부처 기관 정책 대 검토 기타 고려 수요 정책 문제점 검토 수송 차량 사용 억제 정책 수단 장려 정책 에너지 효율 개선 정책 수요 정책 문제점 검토 에너지 효율 비교 에너지 소비 요인 분해 수요 방안 검토 4장 해외 에너지 수요 방안 해외 수요 방안 검토 가정 상업 수송 유럽 연합 국가 에너지 효율 행동 독일 프랑스 영국 말다 스웨덴 바 덴마크 5장 에너지 수요 개선 방안 에너지 수요 개선 방 전반 개선 방 세부 정책 개선 방안 수송 에너지 수요 개선 방 수송 전반 개선 방 수송 세부 정책 개선 방 6장 제언 에너지 수요 전망 에너지 수요 정책
a306, 통계 설문 심층 면담 협동 지방분 이슈 기존 검토 환경 행정 중앙 지방 간 기능 분담 관 논의 지방 분권화 효과 관 논의 중앙 지방 간 권한 배분 권한 배분 원칙 사무 배분 환경 행정 추진 조직 분권화 추진 분권화 추진 위임 사무 폐지 환경 행정 사무 이양 권한 이동 대기 오염 물질 수질 오염 물질 유해 화학 물질 배출 규제 잔류 유기 오염 물질 배출 규제 소결 시사점 이슈 시사점 효율 기능 분담 모색 위임 사무 이양 따르다 위임 따르다 영향 규명 지방 분권 관 실증 분권화 성과 실증 오염 물질 배출 규제 행정 폐수 배출 규제 행정 실증 다중 시설 실내 공기 규제 행정 실증 소결 이해 관계자 의견 이해 관계자 설문 이해 관계자 심층 인터뷰 소결 4장 지자체 역량 강화 협력 강화 환경 행정 역량 설문 환경 행정 환경 행정 역량 중앙 지방 간 협력 강화 지자체 역량 강화 방 환경 행정 중앙 지방 간 협력 강화 방 지방 자치 단체 환경 역량 강화 방 5장 정책 제언 중앙 지방 간 기능 분담 지방분 제도 이슈 분권화 효과 실증 중앙 지방 간 협력 강화 지자체 역량 강화 향후 이해 관계자 의견 설문지 이해 관계자 심층 인터뷰 질문지 이해 관계자 설문 응답 상관 계수 환경 행정 역량 설문 
a307, 녹색 경영 문제점 녹색 구매 녹색 생산 자원 사용량 오염 물질 배출 량 환경 안전 사고 비상 대응 녹색 제품 녹색 제품 인증 탄소 환경 성적 표지 인증 녹색 경영 시스템 기업 녹색 경영 조직 활동 녹색 경영 대 기업 인식 설문 인식 수준 수준 성과 소결 녹색 경영 제도 환경 정보 공개 제도 녹색 경영 정보 공개 제도 녹색 경영 제도 녹색 제품 인증 제도 소결 환경 피해 배상 제도 현행법 환경 책임 규정 환경 분쟁 조정 제도 환경 소송 제도 소결 기업 지원 제도 정보 지원 시스템 자금 기술 지원 기업 협력 촉진 소결 4장 녹색 경영 법 제도 개선 방안 녹색 경영 정보 공개 강화 녹색 경영 정보 의무 공시 감사 추진 3자 통합 추진 기반 구축 환경 피해 배상 제도 개선 환경 책임 법제 도입 환경 분쟁 조정 제도 개선 환경 소송 제도 발전 방안 기업 내부 역량 강화 녹색 경영 경영 전략 연계 통합 환경 보건 경영 시스템 구축 지원 제도 접근 효과 제고 경영자 녹색 리더십 교육 5장 결 기업 녹색 경영 실태 설문지
a308, 화석 연료 보조금 비용 대 기존 국외 경제 협력 기구 국제 에너지 기구 국제통화기금 국내 소결 국내 에너지 세제 화석 연료 보조금 에너지 가격 세제 자동차 세제 에너지 세제 에너지 가격 자동차 세제 전력 세제 요금 화석 연료 자동차 부담금 화석 연료 에너지 부담금 종류 자동차 운송 부담금 종류 화석 연료 자동차 세입 부담금 총계 화석 연료 세출 세출 추계 통 화석 연료 보조금 추정 재정 지출 조세 지출 세출 추계 통 화석 연료 보조금 추정 연관 표 화석 연료 보조금 추정 연관 표 세금 보조금 연관 표 화석 연료 보조금 추정 4장 국내 화석 연료 보조금 삭감 환경 경제 영향 화석 연료 보조금 삭감 시나리오 모형 화석 연료 보조금 삭감 탄소 비용 내부 시나리오 모형 국내 화석 연료 보조금 삭감 외부 비용 내부 환경 경제 영향 화석 연료 보조금 삭감 외부 비용 내부 국가 경제 환경 미치다 파급 효과 에너지원 사용량 이산화 탄소 배출 량 변화 경제 영향 5장 정책 시사점 
a309, 제한 구역 국토 환경 정책 변화 제한구역 제한구역 연혁 변화 해제 해제 지역 제한구역 제 제한구역 국토 환경 정책 변화 국토 정책 제한구역 환경 정책 제한구역 제한구역 국토 환경 정책 간 상관 관계 소결외국 제한 구역 정책 국가 영국 프랑스 캐 독일 말다 일본 소결 제한 구역 해제 따르다 환경 변화 제한구역 해제 유형 제한구역 해제 제한구역 해제 지역 속성 특성 제한구역 해제 지역 공간 특성 종합 제한구역 해제 전 후 환경 변화 제주 제한구역 전면 해제 춘천 제한구역 전면 해제 의정부 제한구역 해제 하남 제한구역 해제 말다 종합 제한구역 해제 지자체 도시 확산 시뮬레이션 제한구역 시나리오 설정 보호 지역 제척 미래 시가지 면 추정 도시 전환 확률지 구축 말다 도시 확장 분포 예측 제한구역 해제 지역 기후 변화 시뮬레이션 소결 제한 구역 정책 제한구역 자연환경 생태 보전 환경 보전 가치 높다 지역 단절 훼손 되다 지역 환경 복원 창출 추다 기후 변화 대응 자연 자원 보전 지속 가능 유지 자연 미치다 악영향 최소 지속 가능 생활 환경 유지 증진 생태 서비스 기능 저하 휴양 활성 쾌적 도시 생활 환경 이동 네트워크 구축 강화 국토 정책 환경 정책 연계 통 국토 균형발전 해제 지역 친환경 유도 지역 특성 반영 마련 환경 모니터링 확대 시행 환경 기초 시설 구축 증대 국토 정책 환경 정책 법률 일본 도시 산림 그린벨트 정비 
a310, 추진 국내 성 정책 활용 국내 성 화학 물질 성 성 국내 정책 반영 정책 시사점 국외 성 정책 활용 제고 수단 성 정책 반영 절차 캐 일본 미국 마 국내외 성 정책 제언 비교 화학 물질 비교 화학 물질 성 정책 제언 비교 정책 시사점 4장 화학 물질 제안 국내 도입 표준 되다 확립 화학 물질 성 정책 제고 수단 마련 화평 법 연계 화학 물질 화학 물질 틀 제안 요소 도출 화학 물질 틀 5장 향후 추진 향후 추진 성 실시 환경 유해 인자 종류 국가 물질 종 인체 환경 대 미국 물질 성 물질 비교
a311, 추진 추진 생태 환경 안보 환경 안보 안보 환경 안보 생태 환경 안보 생태 안보 유사 용어 비교 생태 환경 안보 국제 대응 국가 지방 단위 생태 환경 안보 기후 변화 대처 생태 환경 안보 기후 변화 생태 기후 변화 생태 미치다 영향 기후 변화 생태 미치다 영향 기후 변화 따르다 생태 변화 국외 생태 환경 안보 동향 유럽 미국 지구 변화 프로그램 영국 기후 변화 위험 기후 변화 영향 취약 적응 관 나이로비 작업 프로그램 국내 정책 검토 국가 기후 변화 적응 대책 한국 생물 다양 관측 망 에코 이노베이션 국가 장기 생태 말다 기타 생태 시사 점제생태 환경 안보 강화 방안 기후 변화 따르다 생태 변화 대응 방안 환경 안보 강화 제도 방 
a312, 국문 운남성 농촌 지역 소수 민족 경제 운남성 전통 생활 방식 내 환경 보전 발전 관계 운남성 농촌 지역 생태 친화 전통 생활 방식 이 족 생태 친화 전통 생활 방식 족 생태 전통 생활 방식 나시 족 생태 전통 생활 방식 다이 족 친환경 전통 생활 방식 동아시아 개도국 녹색 성장 전략 보급 세부 운남성 소수 민족 생태 친화 전통 생활 방식 지속 가능 발전 방안 중국 운남성 과 학원 전문가 원고 영문 중문 수록 운남성 소수 민족 경제 문화 관 전체 개황 소개 족 약용식물 과학 수자원 등 관 생태 전통 생산 관 다루다 장족 이족 다이 족 묘족 대표 소수 민족 4대 전통 약 중 활용 이족 전통 의학 관 이족 생태 전통 생활 방식 관 수록 다이족 친환경 전통 생활 방식 수자원 관 수록 족 전통 염색법 수 공예품 활용 경제 활동 환경 친화 전통 생활 방식 관 수록 중국 운남성 정책 대 소개 문제점 등 제시 마지막 울다 남성 생태 생활 대 전통 생산 방식 대 다루다 현대 생활 방식 도입 발생 환경 파괴 문제점 전통 생태 사고 환경 친화 생활 방식 이점 등 대 언급
a313, 본문 환경부 소관 재정 지출 환경부 소관 재정 지출 지출 지출 국고 보조 지출 소결 환경 재정 수입 환경부 재정 수입 환경부 자체 수입 환경 조세 수입 소결 4장 재정 효과 예 상관 관계 국고 보조 재정 지출 효과 회귀 소결 5장 시사점 
a314, 국가 리스크 기후 변화 리스크 리스크 간 관계 리스크 간 관계 글로벌 리스크 기후 변화 리스크 국가 국가 리스크 기후 변화 리스크 미국 영국 캐 스웨덴해외 기후 변화 리스크 대응 영국 기후 변화 리스크 제도 기반 기후 변화 리스크 기후 변화 리스크 방 기후 변화 리스크 방안 캐 기후 변화 리스크 제도 정책 특성 기후 변화 리스크 기후 변화 리스크 기법 호주 기후 변화 리스크 제도 정책 특성 기후 변화 리스크 미국 가 기후 변화 리스크 제도 정책 특성 기후 변화 리스크 기후 변화 리스크 기법 기후 변화 리스크국내 기후 변화 리스크 대응 기후 변화 리스크 인식 리스크 인식 통 시사점 리스크 대응 정책 우리 나라 국가 리스크 전략 우리 나라 국가 리스크 기후 변화 리스크 기후 변화 리스크 식별 연관 기후 위험 따르다 리스크 식별 생태 임업 수자원 어업 해양 말다 기반 시설 바 에너지 사다 주거지 건물 건강 기후 변화 리스크 리스크 관계국가 리스크 차원 프레임워크 구축 차원 프레임워크 차원 프레임워크 관 기업 리스크 프레임워크 기업 리스크 프레임워크 재난 종합 큐브 기후 변화 리스크 차원 프레임워크 구축 차원 프레임워크 차원 프레임워크 리스크 7장 차원 프레임워크 적용 적용 지역 선정 용제 8장 시사점 기후 변화 핵심 글로벌 리스크 인식 과거 비 국가 전체 다양 리스크 가운데 기후 변화 발생 수 있다 리스크 비중 커지다 실정 기후 변화 리스크 독립 작용 경제 환경 시스템 연계 영향 증폭 간접 영향 야기 국가 리스크 내 기후 변화 리스크 중요 살펴 리스크 경제 환경 리스크 연계 지역 특성 적응 단위 가계 기관 지자체 중앙 정부 특성 반영 차원 리스크 프레임워크 구축 구축 차원 리스크 프레임워크 재난 재해 중앙 지자체 담당 공무원 설문 거치다 수정 보완 프레임워크 대 적용 통 실제 적용 가능 검토
a315, 희토류 금속 중요 선정 희토류 금속 의의 중요 희토류 금속 자원 시장 전망 국제 희토류 자원 국내 희토류 자원 희토류 금속 시장 전망 해외 각국 대응 국내 대응 전략 요국 정책 대응 국내 정책 대응 희토류 금속 자원 순환 중요 선정 물질 중요 기초 우선순위 판단 물질 가격 변동 시장 수요 공급 예측 네오디뮴 디스프로슘 물질 사용 희토류 자석 전망국내외 희토류 물질 흐름 동향 국제 희토류 물질 흐름 국제 희토류 생애 주기 희토류 사용 물질 흐름 미국 네오디뮴 디스프로슘 물질 순환 일본 희토류 물질 흐름 일본 내 희토류 물질 흐름 활용 일본 내 디스프로슘 물질 흐름 자동차 네오디뮴 디스프로슘 사용량 국내 물질 흐름 국내외 비교 시사점 4장 국내 희토류 자석 폐자원 흐름 배출 국내 희토류 자석 포함 제품 배출 주체 방식 배출 량 추정 수거 수거 제도 수거 주체 주체 수거 분리 해체 폐가전 제품 분리 해체 공정 해체 과정 국내 업계 분리 해체 자원 회수 기존 업체 희토류 자석 자원 회수 진입 의사 자원 회수 공정 환경 문제 제품 생산 희토류 자석 공장 설립 시 가상 활용 공정 폐자원 흐름 종합 활용 저해 인자 제언 
a316, 접근 이익 공유 관 지역 외국 접근 이익 공유 지역 기반 접근 이익 공유 필리핀 코스타리카 중국 호주 종합 비교 시사점 제주도 생물 자원 생물 자원 현지 내 생물 자원 분포 현지 외 생물 자원 생물 자원 활용 전통 지식 생물 자원 반출 생물 자원 생물 자원 반출 생물 자원 반출 생물 자원 반출 제도 생물 자원 반출 문제점 생물 자원 대 이익 공유 관계자 설문 설문 설문 4장 제주 시행 정책 정책 추진 여건 생물 자원 문제점 종합 제주 추진 여건 정책 추진 향후 제주 정책 추진 향후 설문 지 종 2010년 10월 생물 자원 대 접근 이익 공유 관 나고야 의정서 타결 따르다 국내외 토착 지역 공동체 보유 생물 자원 전통 지식 대 접근 이익 공유 관 국제 레짐 형성 토착 지역 공동체 생물 다양 높다 지역 살다 소속 지역 토착 품종 만들다 유지 등 생물 다양 보호 중요 역할 자연 자원 관 전통 지식 기술 노하우 보유 우리 나라 바이오 급성장 국내 생물 자원 상당 량 해외 들여오다 나고야 의정서 타결 따르다 영향 심각 받아들이다 국가 차원 다양 후속 대책 추진 중 자원 국 입장 국가 주도 적극 수용 데 한계 있다 국가 방어 대처 지역 지방 자치 단체 주도 우수 생물 유전자원 전통 지식 적극 보호 지역 단위 나고야 의정서 이후 국제 질서 대처 지역 생물 다양 보전 기여 수 있다 따르다 독특 문화 독립 언어 보유 토착 지역 공동체 가깝다 제주도 지 선정 지역 주도 국외 제주도 제주도 지역 주도 시행 정책 제시 국외 필리핀 코스타리카 중국 호주 등 지역 기반 시사점 도출 다음 제주도 현지 내외 생물 자원 전통 지식 정리 제주 생물 자원 반출 제도 등 통 생물 자원 대 이익 공유 등 관계자 면담 설문 실시 제주 생물 자원 반출 실태 이익 공유 이상 바탕 제주 생물 자원 문제점 종합 제시 지리 경제 특성 인프라 지원 제도 등 측면 제주 추진 여건 이 기초 향후 제주 권역 시행 정책 추진 법규 정비 운용 구축 통합 과학 기관 설립 통합 구축 기금 마련 인식 증진 시범 운용 등 나누다 제시 향후 2차 1차 성과 토대 지역 주도 구축 시행 방안 구체 전통 지식 국제 협상 동향 중국 등 생물 문화 다양 보호 정책 영향 지역 주도 이행 비교 제주 지역 주도 구축 방안 마련 구체 시행 방안 마련 등 추진 예정
a317, 추진 환경 복지 환경 복지 환경 복지 특징 취약 계층 취약 지역 대 환경 복지 연계 환경 복지 취약 계층 검토 환경 복지 취약 계층 취약 계층 정책 방안 환경 복지 취약 계층 설정생물학 취약 계층 건강 영향 산모 영유 어린이 성 노령 시사점생물학 취약 계층 건강 보호 국내 외 정책 환경 복지 유사 정책 미국 환경 영국 환경 평등 환경부 환경 정책 법 환경 복지 유사 통 정책 시사점 어린이 건강 보호 환경 보건 복지 정책 어린이 환경 보건 정책 아동 복지 정책 어린이 환경 보건 복지 정책 통 정책 시사점 노령 인구 건강 보호 환경 보건 복지 정책 노령 인구 환경 보건 정책 노인 복지 정책 노령 환경 보건 복지 정책 통 정책 시사점생물학 취약 계층 환경 복지 정책 방안 제언 환경 보건 정책 대 진단 기존 설문 검토 통 환경 보건 정책 진단 환경 보건 정책 진단 시사점 환경 복지 정책 도입 정책 정책 환경 복지 실현 정책 제언 환경 복지 정책 제언 전문가 수요 환경 복지 정책 방안 마련 환경 복지 정책 제언 전문가 수요 지
a318, 본문 통합 환경 모형 구축 로드맵 통합 환경 모형 역할 통합 환경 모형 원형 통합 환경 모형 구축 로드맵환경 전망 모형 한국 환경 전망 모형 소개 전망 예 오염 물질 배출 량 녹색 경제 규모 전망 정책 예 탄소세 소결 시사점 에너지 수요 가격 정책 도입 로드맵 에너지 친환경 수요 상수도 가격 정책
a319, 추진 추진 연차 추진 차년 마 차년 물 효율 방안 적용 농업용수 효율 수리 인식 농업용수 공급 농업용수 대 비용 담다 시사점 공업용수 효율 공업용수 공급 공업용수 가치 합리 용수 유인 공업용수 효율 시사점 물 요금 대 인식 요소 요금 부담 대 인지 인식 수도 요금 물가 영향 지역 물 합리 유역 단위 물 순환 물 부족 문제 유역 용수 유역 물 이동 유역 물 이동 예상 낙동강 대강 물 분쟁 말다 유역 물 자원 대 인식 지역 물 서비스 물 서비스 지역 요소 물 서비스 지역 균형 대 인식 시사점 4장 물 자원 합리 구축 물 자원 배분 원칙 수리 개선 관행 수리 허가 수리 조화 방 허가 수리 댐 용수 농촌 용수 수리 조정 방 물 자원 갈등 조정 물 자원 합리 유역 통합 물 자원 구축 물 자원 연계 유역 물 자원 배분 대 비용 분담 구축 합리 물 비용 분담 구축 수자원 양 기여 대 지불 수자원 질 기여 대 지불 취수 부과금 제도 물 갈등 해결 협력 구축 방 5장 지속 가능 물 공급 물 효율 생산 제고 방안 물 공급 합리 구축 공급 통합 물 서비스 효율 방 물 서비스 합리 소비 유인 제공 물 서비스 형평 공정 제고 방안 농업용수 합리 방 농업용수 합리 비용 분담 개선 농업용수 합리 유도 유인 제고 방 농업용수 공급 개선 통 공급 합리 공업용수 합리 생산 제고 방 공업용수 요금 비용 분담 합리 용수 합리 유도 프로그램 활용 합리 물 인식 제고 지원 방 인증 프로그램 공유 정보 제공 교육 홍보 프로그램 6장 차년 차년 구축 미국 제안 관개 스마트 그리드 구상 호주 우리 나라 물 공급 시스템 스마트 워터 그리드 물 공급 연계 방안 대순환 연계 수도 공급 연계 호주 물 시장 물 거래 미국 프로그램
a320, 차년 차년 2011년 차년 2012년국립 공원 탐방 개선 방안 시설 개선 방 시설 개선 방 대피소 신설 예정지 제안 신축 대피소 기획 설계 탐방객 방 국립 공원 탐방객 국립 공원 탐방 트렌드 변화 대응 국립 공원 탐방객 방 탐방객 전산 시스템 구축 방국립 공원 인근 지역 주민 인식 설문 연령 지역 소득 말다 학력 설문 대 인식 대 주민 애착심 지역 주민 환경 인식 라 환경 보전 주민 생활 질 마 생활 경제 여건 바 생태 마을 조성 관 의견 설문 해석 시사점 주민 지원 생태관광 대 향후 협력 방 주민 지원 방 향후 협력 방 향후 협력 방안 향후 협력 방 참다 
a321, 소비 따르다 온실가스 배출 유발 효과 국내 온실가스 배출 유발 효과 에너지 연소 따르다 직접 배출 량 에너지 연소 따르다 유발 배출 량 추정 국내 온실가스 배출 증감 요인 분해 지역 온실가스 배출 유발 효과 공정 배출 구축 국가 소비 따르다 온실가스 배출 유발 소결 가정 전력 교통 에너지 소비 행태 가정 전력 소비 행태 가전 기기 따르다 가정 전력 수요 함수 추정 주택 전기 요금 개편 효과 가정 교통 에너지 소비 행태 자동차 구입 연료 세제 규제 정책 자동차 구입 운행 행태 모형 가정 교통 에너지 소비 행태 시뮬레이션 소결 4장 전기 가격 합리 환경 경제 효과 모형 입력 시나리오 업종 온실가스 배출 량 할당 이산화 탄소 온실가스 감축 모형 구축 시나리오 시뮬레이션 요인 온실가스 감축 효과 소결 5장 정책 시사점 분류표 공정 가스 포함 국내 온실가스 유발 배출 효과 따르다 국가 유발 배출 량 지역 업종 분류 탄력 입력 저탄소 제품 소비 행태 대 설문 가전 기기 따르다 가계 전력 소비량 
a322, 라오스 농업 농촌 실태 라오스 개황 라오스 농업 농촌 농업 녹색 경제 동향 라오스 화전농업 특성 정책 캄보디아 농업 농촌 실태 캄보디아 개황 캄보디아 농업 농촌 농업 녹색 경제 동향 관개 농업 특성 캄보디아 프놈펜 수경 농업 특성 시사점 4장 지속 가능 농업 농촌 발전 전략 협력 라오스 캄보디아 농업 진단 발전 전략 녹색 성장 확산 라오스 캄보디아 농업 농촌 발전 국제 협력 제 5장 제언 
a323, 추진 추진 연차 추진 차년 추진 상하수도 재정 상하수도 국가 재정 운용 실태 상하수도 양 성장 문제 경영 재정 상하수도 재정 상하수도 재정 재원 상하수도 재정 지출 상하수도 재정 상하수도 국가 재정 운용 실태 상하수도 보조 상하수도 국가 재정 지원 상하수도 환경 변화 새롭다 서비스 수요 상하수도 환경 변화 재정 상하수도 인프라 시설 노후화 상수도 시설 하수 시설 시설 재투자 재정 기후 변화 상하수도 대응 수자원 안정 수원 확보 하수도 침수 방재 서비스 변화 되다 서비스 요구 품질 차별 되다 용수 공급 주방 오물 분쇄기 사용 공급 시스템 합리 추진 상수 공급 시스템 합리 하수 처리 시스템 합리 통합 상하수도 서비스 공급 형평 복지 상하수도 서비스 공급 비용 분담 원칙 공정 형평 서비스 공급 상하수도 서비스 지불 가능 접근 라 공정 형평 물 공급 지불 가능 물 접근성 제공 4장 새롭다 환경 서비스 수요 부합 비용 분담 구축 상하수도 재정 건전 지속 가능 제고 자산 구축 요금 등 원조 달 정비 시설 재투자 재원 확보 기후 변화 상하수도 대응 수자원 공급 비용 분담 하수도 침수 방재 서비스 비용 분담 재원 조달 서비스 수요 충족 다양 수요 품질 차별 되다 용수 공급 대 비용 분담 가격 주방 오물 분쇄기 따르다 비용 분담 공급 시스템 합리 공급 합리 비용 분담 재정 하수 폐수 폐수 연계 처리 비용 분담 유역 중심 통합 통합 따르다 재정 상하수도 서비스 공급 형평 복지 상하수도 서비스 공급 형평 추구 지불 가능 서비스 접근성 보장 재정 제도 취약 지역 소비자 집단 대 보편 서비스 공급 비용 부담 형평 소비자 집단 지역 간 서비스 형평 제고 재정 조정 제도 5장 2차 하수관거 정비 임대 민자 수계 기금 하수 지원 수자원 종류 하수도 침수 방재 서비스 주방 오물 분쇄기 비용 반영 합리 요금제 지속 가능 상하수도 재정 국제 논의
a324, 국제 환경 협력 유형 성과지식 플랫폼 구축 지식 플랫폼 국제 메타 데이터 예 발전 되다 지식 플랫폼 구축 국제 협력 증진 의견 수렴 제언 설문 설문 결언 설문지 문항 포함 설문 한국 환경 정책 원 현재 달 다양 국제 환경 협력 현재 국제 환경 협력 성과 세계 수준 국제 환경 협력 선도 기관 발전 기관 차원 시급 사안 제안 수탁 형식 국제 협력 성과 대 정보 미흡 때문 수탁 형식 국제 환경 협력 되다 포함 기관 정보 시스템 이 되다 도출 되다 정보 데이터베이스 자 경험 의존 후속 효과 창출 수준 높다 국제 환경 협력 수 있다 기관 고유 지식 플랫폼 추진 발전 되다 국제 협력 내부 원 의견 수렴 아시아 개도국 지역 이외 국제기구 선진국 국제 환경 협력 활성 의견 많다 국제 환경 협력 수 있다 비 인사 규정 개선 등 기관 차원 실질 지원 것 나타 이 상징 전시 성격 국제 환경 협력 벗어 국제 수준 전략 개별 자 노력 이 뒷받침 기관 지원 필수 것 방증 이 되다 세부 방안 대 본격 논의 것 사료 이 따르다 기관 시스템 개선 향후 환경 국제 환경 협력 관 다양 수요 적극 대응 선도 것 판단
